X,Y,OBJECTID,Geocodigo,Municipio,Municipio_ou_referencia_arranjo,Polos_de_Alta_Complexidade,Polos_Baixa_media_complexidade
-35.039298,-8.28826699973049,211,2602902,CABO DE SANTO AGOSTINHO,CABO DE SANTO AGOSTINHO,,subpolo de baixa e media complexidade de serviços de saúde
-35.255233,-7.84622799974441,212,2604007,CARPINA,CARPINA,,polo de baixa e media complexidade de serviços de saúde
-35.969601,-8.28636799973045,213,2604106,CARUARU,CARUARU,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-35.2382,-8.36253999972815,214,2605202,ESCADA,ESCADA,,polo de baixa e media complexidade de serviços de saúde
-38.5685,-8.60177999972048,215,2605707,FLORESTA,FLORESTA,,polo de baixa e media complexidade de serviços de saúde
-36.4962,-8.89112999971145,216,2606002,GARANHUNS,GARANHUNS,Subpolo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-34.9908,-7.56099999975351,217,2606200,GOIANA,GOIANA,,polo de baixa e media complexidade de serviços de saúde
-35.019568,-8.10997699973612,218,2607901,JABOATAO DOS GUARARAPES,JABOATAO DOS GUARARAPES,Subpolo de alta complexidade de serviços de saúde,subpolo de baixa e media complexidade de serviços de saúde
-35.4535,-7.87695999974343,219,2608909,LIMOEIRO,LIMOEIRO,,polo de baixa e media complexidade de serviços de saúde
-40.080818,-7.8839929997432,220,2609907,OURICURI,OURICURI,,polo de baixa e media complexidade de serviços de saúde
-35.584871,-8.68069299971811,221,2610004,PALMARES,PALMARES,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-36.6962,-8.35738999972824,222,2610905,PESQUEIRA,PESQUEIRA,,polo de baixa e media complexidade de serviços de saúde
-38.21952,-8.97981799970871,223,2611002,PETROLANDIA,PETROLANDIA,,polo de baixa e media complexidade de serviços de saúde
-40.5011,-9.4017199996955,224,2611101,PETROLINA,PETROLINA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-34.888942,-8.06276199973756,225,2611606,RECIFE,RECIFE,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-39.11954,-8.07431299973725,226,2612208,SALGUEIRO,SALGUEIRO,,polo de baixa e media complexidade de serviços de saúde
-36.199492,-7.95901799974085,227,2612505,SANTA CRUZ DO CAPIBARIBE,SANTA CRUZ DO CAPIBARIBE,,polo de baixa e media complexidade de serviços de saúde
-38.302143,-7.99173499973986,228,2613909,SERRA TALHADA,SERRA TALHADA,,polo de baixa e media complexidade de serviços de saúde
-35.7582,-7.83640999974478,229,2614501,SURUBIM,SURUBIM,,polo de baixa e media complexidade de serviços de saúde
-35.3185,-7.51009999975517,230,2615300,TIMBAUBA,TIMBAUBA,,polo de baixa e media complexidade de serviços de saúde
-35.2945,-8.11763999973586,231,2616407,VITORIA DE SANTO ANTAO,VITORIA DE SANTO ANTAO,,polo de baixa e media complexidade de serviços de saúde
-36.662125,-9.75094999968455,232,2700300,ARAPIRACA,ARAPIRACA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-36.074961,-9.41546399969504,233,2701704,CAPELA,CAPELA,,polo de baixa e media complexidade de serviços de saúde
-36.175694,-10.126818999673,234,2702306,CORURIPE,CORURIPE,,polo de baixa e media complexidade de serviços de saúde
-37.997267,-9.38109999969614,235,2702405,DELMIRO GOUVEIA,DELMIRO GOUVEIA,,polo de baixa e media complexidade de serviços de saúde
-35.739361,-9.66033599968741,236,2704302,MACEIO,MACEIO,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-35.221064,-9.01205299970755,237,2704500,MARAGOGI,MARAGOGI,,polo de baixa e media complexidade de serviços de saúde
-36.629269,-9.40437199969544,238,2706307,PALMEIRA DOS INDIOS,PALMEIRA DOS INDIOS,,polo de baixa e media complexidade de serviços de saúde
-36.585983,-10.2892389996679,239,2706703,PENEDO,PENEDO,,polo de baixa e media complexidade de serviços de saúde
-35.39845,-9.05509399970628,240,2707305,PORTO CALVO,PORTO CALVO,,polo de baixa e media complexidade de serviços de saúde
-37.243194,-9.37200299969637,241,2708006,SANTANA DO IPANEMA,SANTANA DO IPANEMA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-36.032367,-9.15832799970302,242,2709301,UNIAO DOS PALMARES,UNIAO DOS PALMARES,,polo de baixa e media complexidade de serviços de saúde
-36.243181,-9.37469699969636,243,2709400,VICOSA,VICOSA,,polo de baixa e media complexidade de serviços de saúde
-37.051439,-10.9132669996487,244,2800308,ARACAJU,ARACAJU,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-37.626347,-11.1478459996416,245,2800670,BOQUIM,BOQUIM,,polo de baixa e media complexidade de serviços de saúde
-37.437799,-11.2681919996379,246,2802106,ESTANCIA,ESTANCIA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-37.42714,-10.6855209996557,247,2802908,ITABAIANA,ITABAIANA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-37.671404,-10.9142459996486,248,2803500,LAGARTO,LAGARTO,,polo de baixa e media complexidade de serviços de saúde
-36.577412,-10.3163199996671,249,2804409,NEOPOLIS,NEOPOLIS,,subpolo de baixa e media complexidade de serviços de saúde
-37.419979,-10.2192809996701,250,2804508,NOSSA SENHORA DA GLORIA,NOSSA SENHORA DA GLORIA,,polo de baixa e media complexidade de serviços de saúde
-37.193342,-10.4926509996616,251,2804607,NOSSA SENHORA DAS DORES,NOSSA SENHORA DAS DORES,,polo de baixa e media complexidade de serviços de saúde
-37.279473,-9.91501399967945,252,2805604,PORTO DA FOLHA,PORTO DA FOLHA,,polo de baixa e media complexidade de serviços de saúde
-36.833077,-10.2099939996704,253,2805703,PROPRIA,PROPRIA,,polo de baixa e media complexidade de serviços de saúde
-38.424449,-12.1376809996115,254,2900702,ALAGOINHAS,ALAGOINHAS,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-39.603021,-13.0321429995849,255,2901007,AMARGOSA,AMARGOSA,,subpolo de baixa e media complexidade de serviços de saúde
-43.144953,-11.0919439996433,256,2902708,BARRA,BARRA,,polo de baixa e media complexidade de serviços de saúde
-44.994514,-12.1466509996113,257,2903201,BARREIRAS,BARREIRAS,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-43.420178,-13.2554299995783,258,2903904,BOM JESUS DA LAPA,BOM JESUS DA LAPA,,polo de baixa e media complexidade de serviços de saúde
-41.669881,-14.2039749995506,259,2904605,BRUMADO,BRUMADO,,polo de baixa e media complexidade de serviços de saúde
-38.963224,-12.6037199995977,260,2904902,CACHOEIRA,CACHOEIRA,,polo de baixa e media complexidade de serviços de saúde
-42.220317,-14.5074719995418,261,2905008,CACULE,CACULE,,polo de baixa e media complexidade de serviços de saúde
-39.494578,-15.4218169995156,262,2905602,CAMACAN,CAMACAN,,polo de baixa e media complexidade de serviços de saúde
-38.320175,-12.7058469995946,263,2905701,CAMACARI,CAMACARI,,subpolo de baixa e media complexidade de serviços de saúde
-40.320758,-10.5086529996612,264,2906006,CAMPO FORMOSO,CAMPO FORMOSO,,polo de baixa e media complexidade de serviços de saúde
-38.537497,-12.6458939995964,265,2906501,CANDEIAS,CANDEIAS,,subpolo de baixa e media complexidade de serviços de saúde
-40.006878,-11.3789749996345,266,2906873,CAPIM GROSSO,CAPIM GROSSO,,polo de baixa e media complexidade de serviços de saúde
-38.375835,-12.3549479996051,267,2907509,CATU,CATU,,polo de baixa e media complexidade de serviços de saúde
-39.281415,-11.5713799996286,268,2908408,CONCEICAO DO COITE,CONCEICAO DO COITE,,polo de baixa e media complexidade de serviços de saúde
-44.623451,-13.3434099995758,269,2909307,CORRENTINA,CORRENTINA,,subpolo de baixa e media complexidade de serviços de saúde
-39.107361,-12.6771059995955,270,2909802,CRUZ DAS ALMAS,CRUZ DAS ALMAS,,subpolo de baixa e media complexidade de serviços de saúde
-39.009997,-10.5021469996614,271,2910701,EUCLIDES DA CUNHA,EUCLIDES DA CUNHA,,polo de baixa e media complexidade de serviços de saúde
-39.584172,-16.3751669994889,272,2910727,EUNAPOLIS,EUNAPOLIS,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-38.965161,-12.255593999608,273,2910800,FEIRA DE SANTANA,FEIRA DE SANTANA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-39.489164,-13.745071999564,274,2911204,GANDU,GANDU,,polo de baixa e media complexidade de serviços de saúde
-42.781731,-14.2196939995501,275,2911709,GUANAMBI,GUANAMBI,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-43.221656,-12.1859999996101,276,2913200,IBOTIRAMA,IBOTIRAMA,,polo de baixa e media complexidade de serviços de saúde
-39.033961,-14.7978439995334,277,2913606,ILHEUS,ILHEUS,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-39.736739,-14.1359609995525,278,2913903,IPIAU,IPIAU,,polo de baixa e media complexidade de serviços de saúde
-41.618439,-12.2438669996084,279,2914406,IRAQUARA,IRAQUARA,,polo de baixa e media complexidade de serviços de saúde
-41.857885,-11.3029539996369,280,2914604,IRECE,IRECE,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-40.305387,-12.5318109995998,281,2914703,ITABERABA,ITABERABA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-39.276742,-14.8052579995332,282,2914802,ITABUNA,ITABUNA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-40.248303,-15.2450749995207,283,2916401,ITAPETINGA,ITAPETINGA,,polo de baixa e media complexidade de serviços de saúde
-40.069869,-15.1200669995243,284,2917102,ITORORO,ITORORO,,polo de baixa e media complexidade de serviços de saúde
-40.509717,-11.1833609996405,285,2917508,JACOBINA,JACOBINA,,polo de baixa e media complexidade de serviços de saúde
-39.969245,-13.5269799995703,286,2917607,JAGUAQUARA,JAGUAQUARA,,polo de baixa e media complexidade de serviços de saúde
-40.073017,-13.8725389995602,287,2918001,JEQUIE,JEQUIE,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-40.505118,-9.41117599969521,288,2918407,JUAZEIRO,JUAZEIRO,Subpolo de alta complexidade de serviços de saúde,subpolo de baixa e media complexidade de serviços de saúde
-41.841531,-13.6510169995667,289,2919504,LIVRAMENTO DE NOSSA SENHORA,LIVRAMENTO DE NOSSA SENHORA,,polo de baixa e media complexidade de serviços de saúde
-42.695025,-13.0181559995853,290,2919801,MACAUBAS,MACAUBAS,,polo de baixa e media complexidade de serviços de saúde
-40.432812,-13.4405619995729,291,2920502,MARACAS,MARACAS,,polo de baixa e media complexidade de serviços de saúde
-42.238461,-13.4408689995729,292,2923605,PARAMIRIM,PARAMIRIM,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-38.226915,-9.39931599969551,293,2924009,PAULO AFONSO,PAULO AFONSO,,polo de baixa e media complexidade de serviços de saúde
-39.625261,-10.9795939996468,294,2925808,QUEIMADAS,QUEIMADAS,,polo de baixa e media complexidade de serviços de saúde
-42.080806,-9.62544199968849,295,2926004,REMANSO,REMANSO,,polo de baixa e media complexidade de serviços de saúde
-38.541935,-10.8453659996508,296,2926608,RIBEIRA DO POMBAL,RIBEIRA DO POMBAL,,polo de baixa e media complexidade de serviços de saúde
-37.926306,-11.4880559996312,297,2927002,RIO REAL,RIO REAL,,polo de baixa e media complexidade de serviços de saúde
-40.494905,-12.2869769996071,298,2927200,RUY BARBOSA,RUY BARBOSA,,polo de baixa e media complexidade de serviços de saúde
-38.512378,-12.9741849995866,299,2927408,SALVADOR,SALVADOR,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-44.190975,-13.3846889995744,300,2928109,SANTA MARIA DA VITORIA,SANTA MARIA DA VITORIA,,polo de baixa e media complexidade de serviços de saúde
-38.709425,-12.5485939995992,301,2928604,SANTO AMARO,SANTO AMARO,,polo de baixa e media complexidade de serviços de saúde
-39.265697,-12.9664359995869,302,2928703,SANTO ANTONIO DE JESUS,SANTO ANTONIO DE JESUS,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-38.969541,-12.6065729995975,303,2929008,SAO FELIX,SAO FELIX,,subpolo de baixa e media complexidade de serviços de saúde
-41.768017,-12.4188139996031,304,2929909,SEABRA,SEABRA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-40.191272,-10.4619559996626,305,2930105,SENHOR DO BONFIM,SENHOR DO BONFIM,,polo de baixa e media complexidade de serviços de saúde
-39.009225,-11.660163999626,306,2930501,SERRINHA,SERRINHA,,polo de baixa e media complexidade de serviços de saúde
-39.73894,-17.5385089994571,307,2931350,TEIXEIRA DE FREITAS,TEIXEIRA DE FREITAS,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-41.094183,-12.0831469996133,308,2932804,UTINGA,UTINGA,,polo de baixa e media complexidade de serviços de saúde
-39.071448,-13.3708229995749,309,2932903,VALENCA,VALENCA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-39.463943,-11.4101829996336,310,2933000,VALENTE,VALENTE,,polo de baixa e media complexidade de serviços de saúde
-40.837046,-14.8497369995319,311,2933307,VITORIA DA CONQUISTA,VITORIA DA CONQUISTA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-45.448004,-19.1571439994145,312,3100203,ABAETE,ABAETE,,polo de baixa e media complexidade de serviços de saúde
-40.933935,-17.0835139994695,313,3100906,AGUAS FORMOSAS,AGUAS FORMOSAS,,polo de baixa e media complexidade de serviços de saúde
-44.605398,-21.9779499993444,314,3101201,AIURUOCA,AIURUOCA,,polo de baixa e media complexidade de serviços de saúde
-42.676462,-21.873295999347,315,3101508,ALEM PARAIBA,ALEM PARAIBA,,polo de baixa e media complexidade de serviços de saúde
-45.94973,-21.4250759993577,316,3101607,ALFENAS,ALFENAS,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-40.694367,-16.1830049994943,317,3101706,ALMENARA,ALMENARA,,polo de baixa e media complexidade de serviços de saúde
-46.570913,-22.0694389993423,318,3102605,ANDRADAS,ANDRADAS,,polo de baixa e media complexidade de serviços de saúde
-42.061783,-16.8550849994757,319,3103405,ARACUAI,ARACUAI,,polo de baixa e media complexidade de serviços de saúde
-48.197287,-18.6442239994278,320,3103504,ARAGUARI,ARAGUARI,,polo de baixa e media complexidade de serviços de saúde
-46.937511,-19.5932529994031,321,3104007,ARAXA,ARAXA,,polo de baixa e media complexidade de serviços de saúde
-44.890356,-21.9595509993449,322,3104908,BAEPENDI,BAEPENDI,,subpolo de baixa e media complexidade de serviços de saúde
-45.978943,-20.0115069993926,323,3105103,BAMBUI,BAMBUI,,polo de baixa e media complexidade de serviços de saúde
-43.773751,-21.2259969993626,324,3105608,BARBACENA,BARBACENA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-43.977152,-21.1871139993635,325,3105905,BARROSO,BARROSO,,polo de baixa e media complexidade de serviços de saúde
-43.936326,-19.9236559993948,326,3106200,BELO HORIZONTE,BELO HORIZONTE,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-44.207449,-19.9698299993937,327,3106705,BETIM,BETIM,Subpolo de alta complexidade de serviços de saúde,subpolo de baixa e media complexidade de serviços de saúde
-43.06274,-21.7173779993507,328,3106903,BICAS,BICAS,,subpolo de baixa e media complexidade de serviços de saúde
-45.562942,-21.0926029993658,329,3107109,BOA ESPERANCA,BOA ESPERANCA,,polo de baixa e media complexidade de serviços de saúde
-43.815138,-17.1077609994689,330,3107307,BOCAIUVA,BOCAIUVA,,polo de baixa e media complexidade de serviços de saúde
-45.252124,-19.7372819993995,331,3107406,BOM DESPACHO,BOM DESPACHO,,polo de baixa e media complexidade de serviços de saúde
-44.761141,-21.0369249993672,332,3108008,BOM SUCESSO,BOM SUCESSO,,polo de baixa e media complexidade de serviços de saúde
-44.432685,-16.2100079994936,333,3108602,BRASILIA DE MINAS,BRASILIA DE MINAS,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-44.198249,-20.1426829993892,334,3109006,BRUMADINHO,BRUMADINHO,,subpolo de baixa e media complexidade de serviços de saúde
-43.670746,-19.8985069993954,335,3110004,CAETE,CAETE,,subpolo de baixa e media complexidade de serviços de saúde
-46.057584,-22.6118109993296,336,3110608,CAMBUI,CAMBUI,,polo de baixa e media complexidade de serviços de saúde
-45.276951,-20.8933919993707,337,3111200,CAMPO BELO,CAMPO BELO,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-42.516922,-17.6926009994531,338,3112307,CAPELINHA,CAPELINHA,,polo de baixa e media complexidade de serviços de saúde
-42.029409,-20.7335349993746,339,3113305,CARANGOLA,CARANGOLA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-42.139956,-19.7901829993982,340,3113404,CARATINGA,CARATINGA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-46.921753,-20.5840039993782,341,3115102,CASSIA,CASSIA,,polo de baixa e media complexidade de serviços de saúde
-42.697193,-21.3892679993586,342,3115300,CATAGUASES,CATAGUASES,,polo de baixa e media complexidade de serviços de saúde
-44.934638,-21.9791159993444,343,3115508,CAXAMBU,CAXAMBU,,polo de baixa e media complexidade de serviços de saúde
-43.42569,-19.0364769994176,344,3117504,CONCEICAO DO MATO DENTRO,CONCEICAO DO MATO DENTRO,,polo de baixa e media complexidade de serviços de saúde
-43.785666,-20.6602999993763,345,3118304,CONSELHEIRO LAFAIETE,CONSELHEIRO LAFAIETE,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-44.092764,-19.9192029993949,346,3118601,CONTAGEM,CONTAGEM,Subpolo de alta complexidade de serviços de saúde,subpolo de baixa e media complexidade de serviços de saúde
-44.362639,-16.6880819994803,347,3118809,CORACAO DE JESUS,CORACAO DE JESUS,,polo de baixa e media complexidade de serviços de saúde
-42.624454,-19.5273089994049,348,3119401,CORONEL FABRICIANO,CORONEL FABRICIANO,,subpolo de baixa e media complexidade de serviços de saúde
-44.810088,-21.8413829993477,349,3120805,CRUZILIA,CRUZILIA,,polo de baixa e media complexidade de serviços de saúde
-44.428343,-18.752356999425,350,3120904,CURVELO,CURVELO,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-43.597311,-18.2448269994383,351,3121605,DIAMANTINA,DIAMANTINA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-44.910849,-20.1703409993885,352,3122306,DIVINOPOLIS,DIVINOPOLIS,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-45.602105,-19.4628369994066,353,3123205,DORES DO INDAIA,DORES DO INDAIA,,polo de baixa e media complexidade de serviços de saúde
-44.065693,-20.6719009993761,354,3123908,ENTRE RIOS DE MINAS,ENTRE RIOS DE MINAS,,subpolo de baixa e media complexidade de serviços de saúde
-41.908604,-20.6507529993767,355,3124203,ESPERA FELIZ,ESPERA FELIZ,,polo de baixa e media complexidade de serviços de saúde
-46.318876,-22.855046999324,356,3125101,EXTREMA,EXTREMA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-40.761535,-16.6396929994817,357,3125606,FELISBURGO,FELISBURGO,,polo de baixa e media complexidade de serviços de saúde
-45.429591,-20.4649769993813,358,3126109,FORMIGA,FORMIGA,,polo de baixa e media complexidade de serviços de saúde
-43.490023,-16.4760859994861,359,3126703,FRANCISCO SA,FRANCISCO SA,,polo de baixa e media complexidade de serviços de saúde
-48.935847,-20.0285739993921,360,3127107,FRUTAL,FRUTAL,,polo de baixa e media complexidade de serviços de saúde
-41.944972,-18.8584419994222,361,3127701,GOVERNADOR VALADARES,GOVERNADOR VALADARES,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-42.937133,-18.7773349994243,362,3128006,GUANHAES,GUANHAES,,polo de baixa e media complexidade de serviços de saúde
-46.71216,-21.3055539993606,363,3128709,GUAXUPE,GUAXUPE,,polo de baixa e media complexidade de serviços de saúde
-42.122141,-19.5502819994043,364,3130903,INHAPIM,INHAPIM,,polo de baixa e media complexidade de serviços de saúde
-41.714334,-19.8007589993979,365,3131208,IPANEMA,IPANEMA,,polo de baixa e media complexidade de serviços de saúde
-42.527758,-19.4792049994061,366,3131307,IPATINGA,IPATINGA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-43.221022,-19.6251009994024,367,3131703,ITABIRA,ITABIRA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-43.799855,-20.2549969993865,368,3131901,ITABIRITO,ITABIRITO,,polo de baixa e media complexidade de serviços de saúde
-45.452787,-22.425932999334,369,3132404,ITAJUBA,ITAJUBA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-42.858226,-17.8567879994486,370,3132503,ITAMARANDIBA,ITAMARANDIBA,,polo de baixa e media complexidade de serviços de saúde
-41.685135,-18.032398999444,371,3132701,ITAMBACURI,ITAMBACURI,,polo de baixa e media complexidade de serviços de saúde
-41.502515,-16.5620159994838,372,3133303,ITAOBIM,ITAOBIM,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-44.577016,-20.0734899993911,373,3133808,ITAUNA,ITAUNA,,polo de baixa e media complexidade de serviços de saúde
-49.464334,-18.9693589994193,374,3134202,ITUIUTABA,ITUIUTABA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-50.193551,-19.7272409993998,375,3134400,ITURAMA,ITURAMA,,polo de baixa e media complexidade de serviços de saúde
-43.307145,-15.7984339995051,376,3135100,JANAUBA,JANAUBA,,polo de baixa e media complexidade de serviços de saúde
-44.362368,-15.4886619995138,377,3135209,JANUARIA,JANUARIA,,polo de baixa e media complexidade de serviços de saúde
-43.176255,-19.8107809993977,378,3136207,JOAO MONLEVADE,JOAO MONLEVADE,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-43.350571,-21.7611339993496,379,3136702,JUIZ DE FORA,JUIZ DE FORA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-45.544204,-20.0229999993923,380,3137205,LAGOA DA PRATA,LAGOA DA PRATA,,subpolo de baixa e media complexidade de serviços de saúde
-44.999928,-21.2449539993621,381,3138203,LAVRAS,LAVRAS,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-42.644022,-21.5303909993551,382,3138401,LEOPOLDINA,LEOPOLDINA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-43.792015,-21.8391279993478,383,3138609,LIMA DUARTE,LIMA DUARTE,,polo de baixa e media complexidade de serviços de saúde
-45.685931,-19.8011359993979,384,3138807,LUZ,LUZ,,polo de baixa e media complexidade de serviços de saúde
-42.079121,-17.843778999449,385,3139201,MALACACHETA,MALACACHETA,,polo de baixa e media complexidade de serviços de saúde
-43.933577,-14.7565249995347,386,3139300,MANGA,MANGA,,polo de baixa e media complexidade de serviços de saúde
-42.03448,-20.2570009993865,387,3139409,MANHUACU,MANHUACU,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-40.981839,-18.7829889994242,388,3139607,MANTENA,MANTENA,,polo de baixa e media complexidade de serviços de saúde
-43.010041,-21.8672289993471,389,3139805,MAR DE ESPANHA,MAR DE ESPANHA,,polo de baixa e media complexidade de serviços de saúde
-44.367573,-14.4220909995442,390,3142700,MONTALVANIA,MONTALVANIA,,polo de baixa e media complexidade de serviços de saúde
-42.871208,-15.1532099995233,391,3142908,MONTE AZUL,MONTE AZUL,,polo de baixa e media complexidade de serviços de saúde
-47.496754,-18.7293249994256,392,3143104,MONTE CARMELO,MONTE CARMELO,,polo de baixa e media complexidade de serviços de saúde
-43.870771,-16.7305799994792,393,3143302,MONTES CLAROS,MONTES CLAROS,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-42.370185,-21.1280729993649,394,3143906,MURIAE,MURIAE,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-40.350637,-17.8389789994491,395,3144300,NANUQUE,NANUQUE,,polo de baixa e media complexidade de serviços de saúde
-43.84742,-19.9854959993933,396,3144805,NOVA LIMA,NOVA LIMA,,subpolo de baixa e media complexidade de serviços de saúde
-44.827624,-20.6972109993755,397,3145604,OLIVEIRA,OLIVEIRA,,polo de baixa e media complexidade de serviços de saúde
-43.691925,-20.5209589993799,398,3145901,OURO BRANCO,OURO BRANCO,Subpolo de alta complexidade de serviços de saúde,subpolo de baixa e media complexidade de serviços de saúde
-46.369438,-22.2820119993373,399,3146008,OURO FINO,OURO FINO,,polo de baixa e media complexidade de serviços de saúde
-43.503577,-20.3853699993833,400,3146107,OURO PRETO,OURO PRETO,,polo de baixa e media complexidade de serviços de saúde
-41.484267,-17.0758439994697,401,3146305,PADRE PARAISO,PADRE PARAISO,,subpolo de baixa e media complexidade de serviços de saúde
-44.60769,-19.8597429993965,402,3147105,PARA DE MINAS,PARA DE MINAS,,polo de baixa e media complexidade de serviços de saúde
-45.78023,-22.5495099993311,403,3147303,PARAISOPOLIS,PARAISOPOLIS,,polo de baixa e media complexidade de serviços de saúde
-43.138267,-19.3524389994093,404,3147501,PASSABEM,PASSABEM,,polo de baixa e media complexidade de serviços de saúde
-46.609057,-20.7222979993749,405,3147907,PASSOS,PASSOS,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-46.51707,-18.5883599994292,406,3148004,PATOS DE MINAS,PATOS DE MINAS,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-46.987399,-18.94390699942,407,3148103,PATROCINIO,PATROCINIO,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-42.559942,-18.5479719994303,408,3148608,PECANHA,PECANHA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-41.279547,-16.0060129994993,409,3148707,PEDRA AZUL,PEDRA AZUL,,polo de baixa e media complexidade de serviços de saúde
-44.040519,-19.6200039994025,410,3149309,PEDRO LEOPOLDO,PEDRO LEOPOLDO,,subpolo de baixa e media complexidade de serviços de saúde
-44.948339,-17.3513839994622,411,3151206,PIRAPORA,PIRAPORA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-44.89313,-19.681908999401,412,3151404,PITANGUI,PITANGUI,,subpolo de baixa e media complexidade de serviços de saúde
-45.96108,-20.4682829993812,413,3151503,PIUMHI,PIUMHI,,polo de baixa e media complexidade de serviços de saúde
-46.568116,-21.7863569993491,414,3151800,POCOS DE CALDAS,POCOS DE CALDAS,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-42.908825,-20.4162399993824,415,3152105,PONTE NOVA,PONTE NOVA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-43.02811,-15.7466369995066,416,3152204,PORTEIRINHA,PORTEIRINHA,,polo de baixa e media complexidade de serviços de saúde
-45.936555,-22.2302849993385,417,3152501,POUSO ALEGRE,POUSO ALEGRE,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
